CountryCode,SeriesCode,Year,DESCRIPTION
"IRL","SI.DST.FRST.20","YR2000","Based on data from LIS-ECHP-LIS. Estimated from unit-record income data."
"IRL","SI.DST.FRST.20","YR2002","Based on data from SILC-LIS. Estimated from unit-record income data."
"IRL","SI.DST.FRST.20","YR2003","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.DST.FRST.20","YR2004","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.DST.FRST.20","YR2005","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.DST.FRST.20","YR2006","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.DST.FRST.20","YR2007","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.DST.FRST.20","YR2008","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.DST.FRST.20","YR2009","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.DST.FRST.20","YR2010","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.DST.FRST.20","YR2011","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.DST.FRST.20","YR2012","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.DST.FRST.20","YR2013","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.DST.FRST.20","YR2014","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.DST.FRST.20","YR2015","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.DST.FRST.20","YR2016","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.DST.FRST.20","YR2017","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.DST.FRST.20","YR2018","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.DST.FRST.20","YR2019","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.DST.FRST.20","YR2020","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.DST.FRST.20","YR2021","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.DST.FRST.20","YR2022","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.POV.GINI","YR1987","Based on data from SIDPUSS-LIS. Estimated from unit-record income data."
"IRL","SI.POV.GINI","YR1994","Based on data from LIS-ECHP-LIS. Estimated from unit-record income data."
"IRL","SI.POV.GINI","YR1995","Based on data from LIS-ECHP-LIS. Estimated from unit-record income data."
"IRL","SI.POV.GINI","YR1996","Based on data from LIS-ECHP-LIS. Estimated from unit-record income data."
"IRL","SI.POV.GINI","YR2000","Based on data from LIS-ECHP-LIS. Estimated from unit-record income data."
"IRL","SI.POV.GINI","YR2002","Based on data from SILC-LIS. Estimated from unit-record income data."
"IRL","SI.POV.GINI","YR2003","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.POV.GINI","YR2004","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.POV.GINI","YR2005","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.POV.GINI","YR2006","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.POV.GINI","YR2007","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.POV.GINI","YR2008","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.POV.GINI","YR2009","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.POV.GINI","YR2010","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.POV.GINI","YR2011","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.POV.GINI","YR2012","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.POV.GINI","YR2013","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.POV.GINI","YR2014","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.POV.GINI","YR2015","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.POV.GINI","YR2016","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.POV.GINI","YR2017","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.POV.GINI","YR2018","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.POV.GINI","YR2019","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.POV.GINI","YR2020","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.POV.GINI","YR2021","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.POV.GINI","YR2022","Based on data from EU-SILC. Estimated from unit-record income data."
"IRL","SI.POV.NAHC","YR2019","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate."
"IRL","SI.POV.NAHC","YR2020","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate."
"IRL","SI.POV.NAHC","YR2021","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate."
"IRL","SI.SPR.PCAP.ZG","YR2022","Estimated from income data. Growth rates are for the period of 2017-2022."
"IRL","SN.ITK.DEFC.ZS","YR2001","Proportion of undernourished less than 2.5 percent."
"IRL","SN.ITK.DEFC.ZS","YR2002","Proportion of undernourished less than 2.5 percent."
"IRL","SN.ITK.DEFC.ZS","YR2003","Proportion of undernourished less than 2.5 percent."
"IRL","SN.ITK.DEFC.ZS","YR2004","Proportion of undernourished less than 2.5 percent."
"IRL","SN.ITK.DEFC.ZS","YR2005","Proportion of undernourished less than 2.5 percent."
"IRL","SN.ITK.DEFC.ZS","YR2006","Proportion of undernourished less than 2.5 percent."
"IRL","SN.ITK.DEFC.ZS","YR2007","Proportion of undernourished less than 2.5 percent."
"IRL","SN.ITK.DEFC.ZS","YR2008","Proportion of undernourished less than 2.5 percent."
"IRL","SN.ITK.DEFC.ZS","YR2009","Proportion of undernourished less than 2.5 percent."
"IRL","SN.ITK.DEFC.ZS","YR2010","Proportion of undernourished less than 2.5 percent."
"IRL","SN.ITK.DEFC.ZS","YR2011","Proportion of undernourished less than 2.5 percent."
"IRL","SN.ITK.DEFC.ZS","YR2012","Proportion of undernourished less than 2.5 percent."
"IRL","SN.ITK.DEFC.ZS","YR2013","Proportion of undernourished less than 2.5 percent."
"IRL","SN.ITK.DEFC.ZS","YR2014","Proportion of undernourished less than 2.5 percent."
"IRL","SN.ITK.DEFC.ZS","YR2015","Proportion of undernourished less than 2.5 percent."
"IRL","SN.ITK.DEFC.ZS","YR2016","Proportion of undernourished less than 2.5 percent."
"IRL","SN.ITK.DEFC.ZS","YR2017","Proportion of undernourished less than 2.5 percent."
"IRL","SN.ITK.DEFC.ZS","YR2018","Proportion of undernourished less than 2.5 percent."
"IRL","SN.ITK.DEFC.ZS","YR2019","Proportion of undernourished less than 2.5 percent."
"IRL","SN.ITK.DEFC.ZS","YR2020","Proportion of undernourished less than 2.5 percent."
"IRL","SN.ITK.DEFC.ZS","YR2021","Proportion of undernourished less than 2.5 percent."
"IRL","SN.ITK.DEFC.ZS","YR2022","Proportion of undernourished less than 2.5 percent."
"IRL","SP.DYN.TFRT.IN","YR2018","Estimated."
"IRL","SP.DYN.TFRT.IN","YR2019","Estimated."
"IRN","IT.NET.USER.ZS","YR1990","Source: Ministry of Information and Communications Technology."
"IRN","IT.NET.USER.ZS","YR1994","Source: Ministry of Information and Communications Technology."
"IRN","IT.NET.USER.ZS","YR1995","Source: Ministry of Information and Communications Technology."
"IRN","IT.NET.USER.ZS","YR1996","Source: Ministry of Information and Communications Technology."
"IRN","IT.NET.USER.ZS","YR1997","Source: Ministry of Information and Communications Technology."
"IRN","IT.NET.USER.ZS","YR1998","Source: Ministry of Information and Communications Technology."
"IRN","IT.NET.USER.ZS","YR1999","Source: Ministry of Information and Communications Technology."
"IRN","IT.NET.USER.ZS","YR2000","Ministry of Information and Communications Technology."
"IRN","IT.NET.USER.ZS","YR2001","Ministry of Information and Communications Technology."
"IRN","IT.NET.USER.ZS","YR2002","Ministry of Information and Communications Technology."
"IRN","IT.NET.USER.ZS","YR2003","Communications Regulatory Authority (CRA)."
"IRN","IT.NET.USER.ZS","YR2004","ITU estimate."
"IRN","IT.NET.USER.ZS","YR2005","ITU estimate."
"IRN","IT.NET.USER.ZS","YR2006","ITU estimate."
"IRN","IT.NET.USER.ZS","YR2007","ITU estimate."
"IRN","IT.NET.USER.ZS","YR2008","Population age 6+. Statistical Centre of Iran (SCI)"
"IRN","IT.NET.USER.ZS","YR2009","ITU estimate."
"IRN","IT.NET.USER.ZS","YR2010","Population age 6+. Statistical Center of Iran."
"IRN","IT.NET.USER.ZS","YR2011","ITU estimate."
"IRN","IT.NET.USER.ZS","YR2012","Population age 6+. Statistical Centre of Iran (SCI)"
"IRN","IT.NET.USER.ZS","YR2013","Statistical Centre of Iran (SCI)"
"IRN","IT.NET.USER.ZS","YR2014","1. Estimate 2. Individuals aged 6 and over. Statistical Centre of Iran (SCI)"
"IRN","IT.NET.USER.ZS","YR2015","Statistical Centre of Iran (SCI)"
"IRN","IT.NET.USER.ZS","YR2016","Statistical Centre of Iran (SCI)"
"IRN","IT.NET.USER.ZS","YR2017","Statistical Centre of Iran (SCI)"
"IRN","IT.NET.USER.ZS","YR2018","Statistical Centre of Iran (SCI)"
"IRN","IT.NET.USER.ZS","YR2019","Statistical Centre of Iran (SCI)"
"IRN","IT.NET.USER.ZS","YR2020","Statistical Centre of Iran (SCI)"
"IRN","IT.NET.USER.ZS","YR2021","Statistical Centre of Iran"
"IRN","IT.NET.USER.ZS","YR2022","ITU estimate."
"IRN","SE.ADT.LITR.ZS","YR2022","UIS Estimation"
"IRN","SH.DYN.MORT","YR1971","Uncertainty bound is 159.1 - 225"
"IRN","SH.DYN.MORT","YR1972","Uncertainty bound is 155.1 - 209.2"
"IRN","SH.DYN.MORT","YR1973","Uncertainty bound is 150 - 195.1"
"IRN","SH.DYN.MORT","YR1974","Uncertainty bound is 144.3 - 182.4"
"IRN","SH.DYN.MORT","YR1975","Uncertainty bound is 137.6 - 170.7"
"IRN","SH.DYN.MORT","YR1976","Uncertainty bound is 130.7 - 159.7"
"IRN","SH.DYN.MORT","YR1977","Uncertainty bound is 122.9 - 149"
"IRN","SH.DYN.MORT","YR1978","Uncertainty bound is 114.7 - 138.6"
"IRN","SH.DYN.MORT","YR1979","Uncertainty bound is 106.6 - 128.6"
"IRN","SH.DYN.MORT","YR1980","Uncertainty bound is 98.5 - 119.1"
"IRN","SH.DYN.MORT","YR1981","Uncertainty bound is 91.2 - 110.3"
"IRN","SH.DYN.MORT","YR1982","Uncertainty bound is 84.8 - 102.3"
"IRN","SH.DYN.MORT","YR1983","Uncertainty bound is 79.1 - 95.3"
"IRN","SH.DYN.MORT","YR1984","Uncertainty bound is 74.2 - 89.1"
"IRN","SH.DYN.MORT","YR1985","Uncertainty bound is 69.8 - 83.7"
"IRN","SH.DYN.MORT","YR1986","Uncertainty bound is 65.9 - 78.7"
"IRN","SH.DYN.MORT","YR1987","Uncertainty bound is 62.4 - 74.2"
"IRN","SH.DYN.MORT","YR1988","Uncertainty bound is 59 - 70"
"IRN","SH.DYN.MORT","YR1989","Uncertainty bound is 55.7 - 66.2"
"IRN","SH.DYN.MORT","YR1990","Uncertainty bound is 52.8 - 62.9"
"IRN","SH.DYN.MORT","YR1991","Uncertainty bound is 50.2 - 59.8"
"IRN","SH.DYN.MORT","YR1992","Uncertainty bound is 47.9 - 57.1"
"IRN","SH.DYN.MORT","YR1993","Uncertainty bound is 45.8 - 54.7"
"IRN","SH.DYN.MORT","YR1994","Uncertainty bound is 44 - 52.5"
"IRN","SH.DYN.MORT","YR1995","Uncertainty bound is 42.2 - 50.3"
"IRN","SH.DYN.MORT","YR1996","Uncertainty bound is 40.5 - 48.3"
"IRN","SH.DYN.MORT","YR1997","Uncertainty bound is 38.7 - 46.3"
"IRN","SH.DYN.MORT","YR1998","Uncertainty bound is 36.8 - 44.2"
"IRN","SH.DYN.MORT","YR1999","Uncertainty bound is 34.8 - 42.2"
"IRN","SH.DYN.MORT","YR2000","Uncertainty bound is 32.8 - 40.2"
"IRN","SH.DYN.MORT","YR2001","Uncertainty bound is 30.8 - 38.2"
"IRN","SH.DYN.MORT","YR2002","Uncertainty bound is 28.9 - 36"
"IRN","SH.DYN.MORT","YR2003","Uncertainty bound is 27.1 - 33.8"
"IRN","SH.DYN.MORT","YR2004","Uncertainty bound is 25.3 - 31.6"
"IRN","SH.DYN.MORT","YR2005","Uncertainty bound is 23.8 - 29.4"
"IRN","SH.DYN.MORT","YR2006","Uncertainty bound is 22.3 - 27.5"
"IRN","SH.DYN.MORT","YR2007","Uncertainty bound is 20.8 - 25.9"
"IRN","SH.DYN.MORT","YR2008","Uncertainty bound is 19.2 - 24.6"
"IRN","SH.DYN.MORT","YR2009","Uncertainty bound is 17.7 - 23.6"
"IRN","SH.DYN.MORT","YR2010","Uncertainty bound is 16.3 - 22.8"
"IRN","SH.DYN.MORT","YR2011","Uncertainty bound is 15.1 - 22.3"
"IRN","SH.DYN.MORT","YR2012","Uncertainty bound is 14 - 22"
"IRN","SH.DYN.MORT","YR2013","Uncertainty bound is 12.9 - 21.9"
"IRN","SH.DYN.MORT","YR2014","Uncertainty bound is 12 - 21.8"
"IRN","SH.DYN.MORT","YR2015","Uncertainty bound is 11.1 - 21.8"
"IRN","SH.DYN.MORT","YR2016","Uncertainty bound is 10.4 - 21.7"
"IRN","SH.DYN.MORT","YR2017","Uncertainty bound is 9.7 - 21.7"
"IRN","SH.DYN.MORT","YR2018","Uncertainty bound is 9 - 21.6"
"IRN","SH.DYN.MORT","YR2019","Uncertainty bound is 8.3 - 21.6"
"IRN","SH.DYN.MORT","YR2020","Uncertainty bound is 7.8 - 21.5"
"IRN","SH.DYN.MORT","YR2021","Uncertainty bound is 7.3 - 21.4"
"IRN","SH.DYN.MORT","YR2022","Uncertainty bound is 6.8 - 21.2"
"IRN","SH.DYN.MORT","YR2023","Uncertainty bound is 6.4 - 21.2"
"IRN","SH.STA.OWAD.ZS","YR1990","Plausible bound is 36.09 - 42.3."
"IRN","SH.STA.OWAD.ZS","YR1991","Plausible bound is 36.99 - 42.74."
"IRN","SH.STA.OWAD.ZS","YR1992","Plausible bound is 37.91 - 43.18."
"IRN","SH.STA.OWAD.ZS","YR1993","Plausible bound is 38.82 - 43.69."
"IRN","SH.STA.OWAD.ZS","YR1994","Plausible bound is 39.73 - 44.2."
"IRN","SH.STA.OWAD.ZS","YR1995","Plausible bound is 40.62 - 44.72."
"IRN","SH.STA.OWAD.ZS","YR1996","Plausible bound is 41.51 - 45.29."
"IRN","SH.STA.OWAD.ZS","YR1997","Plausible bound is 42.41 - 45.86."
"IRN","SH.STA.OWAD.ZS","YR1998","Plausible bound is 43.33 - 46.47."
"IRN","SH.STA.OWAD.ZS","YR1999","Plausible bound is 44.23 - 47.13."
"IRN","SH.STA.OWAD.ZS","YR2000","Plausible bound is 45.12 - 47.81."
"IRN","SH.STA.OWAD.ZS","YR2001","Plausible bound is 46.02 - 48.52."
"IRN","SH.STA.OWAD.ZS","YR2002","Plausible bound is 46.88 - 49.17."
"IRN","SH.STA.OWAD.ZS","YR2003","Plausible bound is 47.72 - 49.84."
"IRN","SH.STA.OWAD.ZS","YR2004","Plausible bound is 48.51 - 50.47."
"IRN","SH.STA.OWAD.ZS","YR2005","Plausible bound is 49.24 - 51.07."
"IRN","SH.STA.OWAD.ZS","YR2006","Plausible bound is 49.94 - 51.66."
"IRN","SH.STA.OWAD.ZS","YR2007","Plausible bound is 50.6 - 52.21."
"IRN","SH.STA.OWAD.ZS","YR2008","Plausible bound is 51.2 - 52.78."
"IRN","SH.STA.OWAD.ZS","YR2009","Plausible bound is 51.79 - 53.35."
"IRN","SH.STA.OWAD.ZS","YR2010","Plausible bound is 52.34 - 53.91."
"IRN","SH.STA.OWAD.ZS","YR2011","Plausible bound is 52.88 - 54.49."
"IRN","SH.STA.OWAD.ZS","YR2012","Plausible bound is 53.41 - 55.1."
"IRN","SH.STA.OWAD.ZS","YR2013","Plausible bound is 53.95 - 55.73."
"IRN","SH.STA.OWAD.ZS","YR2014","Plausible bound is 54.5 - 56.4."
"IRN","SH.STA.OWAD.ZS","YR2015","Plausible bound is 55.09 - 57.09."
"IRN","SH.STA.OWAD.ZS","YR2016","Plausible bound is 55.71 - 57.83."
"IRN","SH.STA.OWAD.ZS","YR2017","Plausible bound is 56.3 - 58.5."
"IRN","SH.STA.OWAD.ZS","YR2018","Plausible bound is 56.84 - 59.19."
"IRN","SH.STA.OWAD.ZS","YR2019","Plausible bound is 57.35 - 59.92."
"IRN","SH.STA.OWAD.ZS","YR2020","Plausible bound is 57.79 - 60.65."
"IRN","SH.STA.OWAD.ZS","YR2021","Plausible bound is 58.19 - 61.39."
"IRN","SH.STA.OWAD.ZS","YR2022","Plausible bound is 58.56 - 62.19."
"IRN","SI.DST.FRST.20","YR1986","Based on data from SECH. Estimated from grouped consumption data."
"IRN","SI.DST.FRST.20","YR1990","Based on data from SECH. Estimated from grouped consumption data."
"IRN","SI.DST.FRST.20","YR1994","Based on data from SECH. Estimated from grouped consumption data."
"IRN","SI.DST.FRST.20","YR1998","Based on data from SECH. Estimated from grouped consumption data."
"IRN","SI.DST.FRST.20","YR2005","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.DST.FRST.20","YR2006","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.DST.FRST.20","YR2009","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.DST.FRST.20","YR2011","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.DST.FRST.20","YR2012","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.DST.FRST.20","YR2013","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.DST.FRST.20","YR2014","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.DST.FRST.20","YR2015","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.DST.FRST.20","YR2016","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.DST.FRST.20","YR2017","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.DST.FRST.20","YR2018","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.DST.FRST.20","YR2019","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.DST.FRST.20","YR2020","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.DST.FRST.20","YR2021","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.DST.FRST.20","YR2022","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.DST.FRST.20","YR2023","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.POV.GINI","YR1986","Based on data from SECH. Estimated from grouped consumption data."
"IRN","SI.POV.GINI","YR1990","Based on data from SECH. Estimated from grouped consumption data."
"IRN","SI.POV.GINI","YR1994","Based on data from SECH. Estimated from grouped consumption data."
"IRN","SI.POV.GINI","YR1998","Based on data from SECH. Estimated from grouped consumption data."
"IRN","SI.POV.GINI","YR2005","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.POV.GINI","YR2006","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.POV.GINI","YR2009","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.POV.GINI","YR2011","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.POV.GINI","YR2012","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.POV.GINI","YR2013","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.POV.GINI","YR2014","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.POV.GINI","YR2015","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.POV.GINI","YR2016","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.POV.GINI","YR2017","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.POV.GINI","YR2018","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.POV.GINI","YR2019","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.POV.GINI","YR2020","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.POV.GINI","YR2021","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.POV.GINI","YR2022","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.POV.GINI","YR2023","Based on data from HEIS. Estimated from unit-record consumption data."
"IRN","SI.SPR.PCAP.ZG","YR2022","Estimated from consumption data. Growth rates are for the period of 2017-2022."
"IRN","SP.UWT.TFRT","YR2010","Source: 2010 MIDHS."
"IRQ","IT.NET.USER.ZS","YR2001","ITU estimate."
"IRQ","IT.NET.USER.ZS","YR2002","ITU estimate."
"IRQ","IT.NET.USER.ZS","YR2003","ITU estimate."
"IRQ","IT.NET.USER.ZS","YR2004","ITU estimate."
"IRQ","IT.NET.USER.ZS","YR2005","ITU estimate."
"IRQ","IT.NET.USER.ZS","YR2006","Ministry of Communications"
"IRQ","IT.NET.USER.ZS","YR2007","Ministry of Communications"
"IRQ","IT.NET.USER.ZS","YR2008","Ministry of Communications"
"IRQ","IT.NET.USER.ZS","YR2009","Ministry of Communications"
"IRQ","IT.NET.USER.ZS","YR2010","Ministry of Communications"
"IRQ","IT.NET.USER.ZS","YR2011","ITU estimate."
"IRQ","IT.NET.USER.ZS","YR2012","ITU estimate."
"IRQ","IT.NET.USER.ZS","YR2013","ITU estimate."
"IRQ","IT.NET.USER.ZS","YR2014","Central Statistical Organization"
"IRQ","IT.NET.USER.ZS","YR2015","ITU estimate."
"IRQ","IT.NET.USER.ZS","YR2016","ITU estimate."
"IRQ","IT.NET.USER.ZS","YR2017","Communications and Media Commission"
"IRQ","IT.NET.USER.ZS","YR2018","ITU estimate."
"IRQ","IT.NET.USER.ZS","YR2019","Central Organization for Statistics And Information Technology"
"IRQ","IT.NET.USER.ZS","YR2020","ITU estimate."
"IRQ","IT.NET.USER.ZS","YR2021","ITU estimate."
"IRQ","IT.NET.USER.ZS","YR2022","Central Organization for Statistics And Information Technology"
"IRQ","SH.DYN.MORT","YR1960","Uncertainty bound is 166.7 - 216.9"
"IRQ","SH.DYN.MORT","YR1961","Uncertainty bound is 157.4 - 204.1"
"IRQ","SH.DYN.MORT","YR1962","Uncertainty bound is 148.9 - 192"
"IRQ","SH.DYN.MORT","YR1963","Uncertainty bound is 141 - 181.2"
"IRQ","SH.DYN.MORT","YR1964","Uncertainty bound is 133.9 - 171.2"
"IRQ","SH.DYN.MORT","YR1965","Uncertainty bound is 127.7 - 162"
"IRQ","SH.DYN.MORT","YR1966","Uncertainty bound is 121.7 - 153.2"
"IRQ","SH.DYN.MORT","YR1967","Uncertainty bound is 116 - 145.3"
"IRQ","SH.DYN.MORT","YR1968","Uncertainty bound is 110.8 - 138.2"
"IRQ","SH.DYN.MORT","YR1969","Uncertainty bound is 105.9 - 131.6"
"IRQ","SH.DYN.MORT","YR1970","Uncertainty bound is 101.1 - 125.4"
"IRQ","SH.DYN.MORT","YR1971","Uncertainty bound is 96.7 - 119.5"
"IRQ","SH.DYN.MORT","YR1972","Uncertainty bound is 92.5 - 113.9"
"IRQ","SH.DYN.MORT","YR1973","Uncertainty bound is 88.4 - 108.6"
"IRQ","SH.DYN.MORT","YR1974","Uncertainty bound is 84.6 - 103.6"
"IRQ","SH.DYN.MORT","YR1975","Uncertainty bound is 80.8 - 98.8"
"IRQ","SH.DYN.MORT","YR1976","Uncertainty bound is 77.3 - 94.3"
"IRQ","SH.DYN.MORT","YR1977","Uncertainty bound is 74 - 90.1"
"IRQ","SH.DYN.MORT","YR1978","Uncertainty bound is 70.9 - 86.3"
"IRQ","SH.DYN.MORT","YR1979","Uncertainty bound is 68.1 - 82.8"
"IRQ","SH.DYN.MORT","YR1980","Uncertainty bound is 65.5 - 79.6"
"IRQ","SH.DYN.MORT","YR1981","Uncertainty bound is 63 - 76.7"
"IRQ","SH.DYN.MORT","YR1982","Uncertainty bound is 60.8 - 73.9"
"IRQ","SH.DYN.MORT","YR1983","Uncertainty bound is 58.7 - 71.4"
"IRQ","SH.DYN.MORT","YR1984","Uncertainty bound is 56.8 - 69.1"
"IRQ","SH.DYN.MORT","YR1985","Uncertainty bound is 55.1 - 67"
"IRQ","SH.DYN.MORT","YR1986","Uncertainty bound is 53.6 - 65"
"IRQ","SH.DYN.MORT","YR1987","Uncertainty bound is 52.2 - 63.2"
"IRQ","SH.DYN.MORT","YR1988","Uncertainty bound is 62.8 - 76"
"IRQ","SH.DYN.MORT","YR1989","Uncertainty bound is 73.8 - 89.1"
"IRQ","SH.DYN.MORT","YR1990","Uncertainty bound is 72.7 - 87.5"
"IRQ","SH.DYN.MORT","YR1991","Uncertainty bound is 59.2 - 71.1"
"IRQ","SH.DYN.MORT","YR1992","Uncertainty bound is 47.3 - 56.7"
"IRQ","SH.DYN.MORT","YR1993","Uncertainty bound is 46.4 - 55.6"
"IRQ","SH.DYN.MORT","YR1994","Uncertainty bound is 45.5 - 54.6"
"IRQ","SH.DYN.MORT","YR1995","Uncertainty bound is 44.7 - 53.6"
"IRQ","SH.DYN.MORT","YR1996","Uncertainty bound is 43.8 - 52.6"
"IRQ","SH.DYN.MORT","YR1997","Uncertainty bound is 43 - 51.6"
"IRQ","SH.DYN.MORT","YR1998","Uncertainty bound is 42.1 - 50.6"
"IRQ","SH.DYN.MORT","YR1999","Uncertainty bound is 41.1 - 49.6"
"IRQ","SH.DYN.MORT","YR2000","Uncertainty bound is 40.2 - 48.6"
"IRQ","SH.DYN.MORT","YR2001","Uncertainty bound is 39.3 - 47.7"
"IRQ","SH.DYN.MORT","YR2002","Uncertainty bound is 38.5 - 46.8"
"IRQ","SH.DYN.MORT","YR2003","Uncertainty bound is 37.6 - 46"
"IRQ","SH.DYN.MORT","YR2004","Uncertainty bound is 36.7 - 45.1"
"IRQ","SH.DYN.MORT","YR2005","Uncertainty bound is 35.7 - 44.3"
"IRQ","SH.DYN.MORT","YR2006","Uncertainty bound is 34.8 - 43.3"
"IRQ","SH.DYN.MORT","YR2007","Uncertainty bound is 33.8 - 42.4"
"IRQ","SH.DYN.MORT","YR2008","Uncertainty bound is 32.8 - 41.3"
"IRQ","SH.DYN.MORT","YR2009","Uncertainty bound is 31.7 - 40.2"
"IRQ","SH.DYN.MORT","YR2010","Uncertainty bound is 30.6 - 39.2"
"IRQ","SH.DYN.MORT","YR2011","Uncertainty bound is 29.5 - 38.2"
"IRQ","SH.DYN.MORT","YR2012","Uncertainty bound is 28.3 - 37.3"
"IRQ","SH.DYN.MORT","YR2013","Uncertainty bound is 27.1 - 36.5"
"IRQ","SH.DYN.MORT","YR2014","Uncertainty bound is 25.9 - 35.8"
"IRQ","SH.DYN.MORT","YR2015","Uncertainty bound is 24.6 - 35.1"
"IRQ","SH.DYN.MORT","YR2016","Uncertainty bound is 23.4 - 34.5"
"IRQ","SH.DYN.MORT","YR2017","Uncertainty bound is 22.2 - 33.9"
"IRQ","SH.DYN.MORT","YR2018","Uncertainty bound is 21 - 33.4"
"IRQ","SH.DYN.MORT","YR2019","Uncertainty bound is 19.8 - 33.1"
"IRQ","SH.DYN.MORT","YR2020","Uncertainty bound is 18.8 - 32.7"
"IRQ","SH.DYN.MORT","YR2021","Uncertainty bound is 17.8 - 32.4"
"IRQ","SH.DYN.MORT","YR2022","Uncertainty bound is 16.7 - 32.2"
"IRQ","SH.DYN.MORT","YR2023","Uncertainty bound is 15.8 - 32.1"
"IRQ","SH.STA.OWAD.ZS","YR1990","Plausible bound is 44.36 - 55.24."
