CountryCode,SeriesCode,Year,DESCRIPTION
"AFG","IT.NET.USER.ZS","YR1990","Source: Ministry of Communications."
"AFG","IT.NET.USER.ZS","YR2001","ITU estimate."
"AFG","IT.NET.USER.ZS","YR2002","Ministry of Communications."
"AFG","IT.NET.USER.ZS","YR2003","Ministry of Communications."
"AFG","IT.NET.USER.ZS","YR2004","Ministry of Communications."
"AFG","IT.NET.USER.ZS","YR2005","Ministry of Communications."
"AFG","IT.NET.USER.ZS","YR2006","Ministry of Communications."
"AFG","IT.NET.USER.ZS","YR2007","ITU estimate.
ITU estimate.
ITU estimate."
"AFG","IT.NET.USER.ZS","YR2008","Ministry of Communications & Information Technology"
"AFG","IT.NET.USER.ZS","YR2009","Ministry of Communications & Information Technology"
"AFG","IT.NET.USER.ZS","YR2010","ITU estimate."
"AFG","IT.NET.USER.ZS","YR2011","ITU estimate."
"AFG","IT.NET.USER.ZS","YR2012","ITU estimate."
"AFG","IT.NET.USER.ZS","YR2013","ITU estimate."
"AFG","IT.NET.USER.ZS","YR2014","ITU estimate."
"AFG","IT.NET.USER.ZS","YR2015","ITU estimate."
"AFG","IT.NET.USER.ZS","YR2016","ITU estimate."
"AFG","IT.NET.USER.ZS","YR2017","Asia Foundation, ITU estimate."
"AFG","IT.NET.USER.ZS","YR2018","Asia Foundation, ITU estimate."
"AFG","IT.NET.USER.ZS","YR2019","Asia Foundation, ITU estimate."
"AFG","SE.ADT.LITR.ZS","YR2015","UIS Estimation"
"AFG","SE.ENR.PRSC.FM.ZS","YR2001","Should be treated as NIL"
"AFG","SE.ENR.PRSC.FM.ZS","YR2003","UIS Estimation"
"AFG","SH.DYN.MORT","YR1960","Uncertainty bound is 298.6 - 420.5"
"AFG","SH.DYN.MORT","YR1961","Uncertainty bound is 298.6 - 409.2"
"AFG","SH.DYN.MORT","YR1962","Uncertainty bound is 297 - 398.3"
"AFG","SH.DYN.MORT","YR1963","Uncertainty bound is 294.6 - 388.9"
"AFG","SH.DYN.MORT","YR1964","Uncertainty bound is 291.1 - 380.2"
"AFG","SH.DYN.MORT","YR1965","Uncertainty bound is 288 - 372.6"
"AFG","SH.DYN.MORT","YR1966","Uncertainty bound is 283.5 - 365.4"
"AFG","SH.DYN.MORT","YR1967","Uncertainty bound is 278.9 - 359"
"AFG","SH.DYN.MORT","YR1968","Uncertainty bound is 274.4 - 353.2"
"AFG","SH.DYN.MORT","YR1969","Uncertainty bound is 269.9 - 347.7"
"AFG","SH.DYN.MORT","YR1970","Uncertainty bound is 265.5 - 341.7"
"AFG","SH.DYN.MORT","YR1971","Uncertainty bound is 260.7 - 336.5"
"AFG","SH.DYN.MORT","YR1972","Uncertainty bound is 256.4 - 330.9"
"AFG","SH.DYN.MORT","YR1973","Uncertainty bound is 252 - 324.9"
"AFG","SH.DYN.MORT","YR1974","Uncertainty bound is 247.7 - 318.2"
"AFG","SH.DYN.MORT","YR1975","Uncertainty bound is 243.4 - 311.6"
"AFG","SH.DYN.MORT","YR1976","Uncertainty bound is 239.3 - 304.9"
"AFG","SH.DYN.MORT","YR1977","Uncertainty bound is 234.4 - 298.1"
"AFG","SH.DYN.MORT","YR1978","Uncertainty bound is 229.7 - 291.3"
"AFG","SH.DYN.MORT","YR1979","Uncertainty bound is 224.4 - 284.5"
"AFG","SH.DYN.MORT","YR1980","Uncertainty bound is 219.5 - 277.1"
"AFG","SH.DYN.MORT","YR1981","Uncertainty bound is 214.4 - 269.8"
"AFG","SH.DYN.MORT","YR1982","Uncertainty bound is 251.3 - 315.1"
"AFG","SH.DYN.MORT","YR1983","Uncertainty bound is 246.5 - 308.4"
"AFG","SH.DYN.MORT","YR1984","Uncertainty bound is 278.6 - 346.2"
"AFG","SH.DYN.MORT","YR1985","Uncertainty bound is 271.9 - 335.8"
"AFG","SH.DYN.MORT","YR1986","Uncertainty bound is 229.1 - 281.2"
"AFG","SH.DYN.MORT","YR1987","Uncertainty bound is 224.1 - 273.3"
"AFG","SH.DYN.MORT","YR1988","Uncertainty bound is 198.4 - 240.6"
"AFG","SH.DYN.MORT","YR1989","Uncertainty bound is 170.6 - 205.3"
"AFG","SH.DYN.MORT","YR1990","Uncertainty bound is 165.1 - 197.6"
"AFG","SH.DYN.MORT","YR1991","Uncertainty bound is 159.9 - 190.3"
"AFG","SH.DYN.MORT","YR1992","Uncertainty bound is 154.8 - 183.5"
"AFG","SH.DYN.MORT","YR1993","Uncertainty bound is 149.9 - 177.3"
"AFG","SH.DYN.MORT","YR1994","Uncertainty bound is 145.4 - 171.3"
"AFG","SH.DYN.MORT","YR1995","Uncertainty bound is 141.1 - 165.8"
"AFG","SH.DYN.MORT","YR1996","Uncertainty bound is 137.1 - 160.5"
"AFG","SH.DYN.MORT","YR1997","Uncertainty bound is 133.4 - 155.7"
"AFG","SH.DYN.MORT","YR1998","Uncertainty bound is 129.7 - 151.1"
"AFG","SH.DYN.MORT","YR1999","Uncertainty bound is 125.9 - 146.6"
"AFG","SH.DYN.MORT","YR2000","Uncertainty bound is 122.1 - 142.3"
"AFG","SH.DYN.MORT","YR2001","Uncertainty bound is 118.2 - 137.9"
"AFG","SH.DYN.MORT","YR2002","Uncertainty bound is 114.2 - 133.2"
"AFG","SH.DYN.MORT","YR2003","Uncertainty bound is 110.2 - 128.3"
"AFG","SH.DYN.MORT","YR2004","Uncertainty bound is 106.1 - 123.2"
"AFG","SH.DYN.MORT","YR2005","Uncertainty bound is 102 - 118"
"AFG","SH.DYN.MORT","YR2006","Uncertainty bound is 97.9 - 113"
"AFG","SH.DYN.MORT","YR2007","Uncertainty bound is 93.6 - 108.2"
"AFG","SH.DYN.MORT","YR2008","Uncertainty bound is 89.4 - 103.8"
"AFG","SH.DYN.MORT","YR2009","Uncertainty bound is 85.3 - 99.6"
"AFG","SH.DYN.MORT","YR2010","Uncertainty bound is 81.2 - 95.8"
"AFG","SH.DYN.MORT","YR2011","Uncertainty bound is 77.4 - 92.3"
"AFG","SH.DYN.MORT","YR2012","Uncertainty bound is 73.9 - 89"
"AFG","SH.DYN.MORT","YR2013","Uncertainty bound is 70.6 - 86"
"AFG","SH.DYN.MORT","YR2014","Uncertainty bound is 67.5 - 83.3"
"AFG","SH.DYN.MORT","YR2015","Uncertainty bound is 64.3 - 81.1"
"AFG","SH.DYN.MORT","YR2016","Uncertainty bound is 61.3 - 79.1"
"AFG","SH.DYN.MORT","YR2017","Uncertainty bound is 58.4 - 77.5"
"AFG","SH.DYN.MORT","YR2018","Uncertainty bound is 55.4 - 76.1"
"AFG","SH.DYN.MORT","YR2019","Uncertainty bound is 52.5 - 75.2"
"AFG","SH.DYN.MORT","YR2020","Uncertainty bound is 49.9 - 74.5"
"AFG","SH.DYN.MORT","YR2021","Uncertainty bound is 47.3 - 73.6"
"AFG","SH.DYN.MORT","YR2022","Uncertainty bound is 44.8 - 73.1"
"AFG","SH.DYN.MORT","YR2023","Uncertainty bound is 42.4 - 72.7"
"AFG","SH.STA.OWAD.ZS","YR1990","Plausible bound is 6.87 - 14.21."
"AFG","SH.STA.OWAD.ZS","YR1991","Plausible bound is 7.43 - 14.82."
"AFG","SH.STA.OWAD.ZS","YR1992","Plausible bound is 8.02 - 15.47."
"AFG","SH.STA.OWAD.ZS","YR1993","Plausible bound is 8.62 - 16.16."
"AFG","SH.STA.OWAD.ZS","YR1994","Plausible bound is 9.27 - 16.84."
"AFG","SH.STA.OWAD.ZS","YR1995","Plausible bound is 9.99 - 17.57."
"AFG","SH.STA.OWAD.ZS","YR1996","Plausible bound is 10.74 - 18.4."
"AFG","SH.STA.OWAD.ZS","YR1997","Plausible bound is 11.56 - 19.2."
"AFG","SH.STA.OWAD.ZS","YR1998","Plausible bound is 12.39 - 20.01."
"AFG","SH.STA.OWAD.ZS","YR1999","Plausible bound is 13.28 - 20.96."
"AFG","SH.STA.OWAD.ZS","YR2000","Plausible bound is 14.23 - 21.93."
"AFG","SH.STA.OWAD.ZS","YR2001","Plausible bound is 15.24 - 22.91."
"AFG","SH.STA.OWAD.ZS","YR2002","Plausible bound is 16.29 - 23.93."
"AFG","SH.STA.OWAD.ZS","YR2003","Plausible bound is 17.4 - 25.03."
"AFG","SH.STA.OWAD.ZS","YR2004","Plausible bound is 18.55 - 26.11."
"AFG","SH.STA.OWAD.ZS","YR2005","Plausible bound is 19.76 - 27.23."
"AFG","SH.STA.OWAD.ZS","YR2006","Plausible bound is 21.02 - 28.39."
"AFG","SH.STA.OWAD.ZS","YR2007","Plausible bound is 22.36 - 29.52."
"AFG","SH.STA.OWAD.ZS","YR2008","Plausible bound is 23.73 - 30.69."
"AFG","SH.STA.OWAD.ZS","YR2009","Plausible bound is 25.17 - 31.87."
"AFG","SH.STA.OWAD.ZS","YR2010","Plausible bound is 26.6 - 33.09."
"AFG","SH.STA.OWAD.ZS","YR2011","Plausible bound is 28.17 - 34.34."
"AFG","SH.STA.OWAD.ZS","YR2012","Plausible bound is 29.75 - 35.67."
"AFG","SH.STA.OWAD.ZS","YR2013","Plausible bound is 31.35 - 36.99."
"AFG","SH.STA.OWAD.ZS","YR2014","Plausible bound is 32.96 - 38.44."
"AFG","SH.STA.OWAD.ZS","YR2015","Plausible bound is 34.6 - 39.95."
"AFG","SH.STA.OWAD.ZS","YR2016","Plausible bound is 36.18 - 41.53."
"AFG","SH.STA.OWAD.ZS","YR2017","Plausible bound is 37.76 - 43.21."
"AFG","SH.STA.OWAD.ZS","YR2018","Plausible bound is 39.33 - 44.92."
"AFG","SH.STA.OWAD.ZS","YR2019","Plausible bound is 40.84 - 46.69."
"AFG","SH.STA.OWAD.ZS","YR2020","Plausible bound is 42.24 - 48.55."
"AFG","SH.STA.OWAD.ZS","YR2021","Plausible bound is 43.62 - 50.32."
"AFG","SH.STA.OWAD.ZS","YR2022","Plausible bound is 44.94 - 52.15."
"AFG","SI.POV.NAHC","YR2007","Source: National Statistics and Information Authority (NSIA, formerly CSO)  NRVA 2007-08 Poverty report (http://cso.gov.af/Content/files/ALCS/ALCS%202016-17%20Analysis%20report%20-%20Full%20report23%20_09%202018-ilovepdf-compressed.pdf). Poverty line is absolute. Government estimate."
"AFG","SI.POV.NAHC","YR2011","Source: National Statistics and Information Authority (NSIA, formerly CSO)  NRVA 2011-12 Poverty report (http://cso.gov.af/Content/files/ALCS/ALCS%202016-17%20Analysis%20report%20-%20Full%20report23%20_09%202018-ilovepdf-compressed.pdf). Poverty line is absolute. Government estimate."
"AFG","SI.POV.NAHC","YR2016","Source: National Statistics and Information Authority (NSIA, formerly CSO)  ALCS 2016-17 Poverty report (http://cso.gov.af/Content/files/ALCS/ALCS%202016-17%20Analysis%20report%20-%20Full%20report23%20_09%202018-ilovepdf-compressed.pdf). Poverty line is absolute. Government estimate."
"AFG","SL.TLF.0714.ZS","YR2011","Multiple Indicator Cluster Survey (MICS)."
"AFG","SP.UWT.TFRT","YR2015","Source: Demographic and Health Survey 2015. Retrieved on April 4, 2025, from DHS API (https://api.dhsprogram.com.html)."
"AGO","IT.NET.USER.ZS","YR2007","ITU estimate."
"AGO","IT.NET.USER.ZS","YR2008","ITU estimate."
"AGO","IT.NET.USER.ZS","YR2009","ITU estimate."
"AGO","IT.NET.USER.ZS","YR2010","ITU estimate."
"AGO","IT.NET.USER.ZS","YR2011","ITU estimate."
"AGO","IT.NET.USER.ZS","YR2012","ITU estimate."
"AGO","IT.NET.USER.ZS","YR2013","ITU estimate."
"AGO","IT.NET.USER.ZS","YR2014","Instituto Nacional de Estatística"
"AGO","IT.NET.USER.ZS","YR2015","ITU estimate."
"AGO","IT.NET.USER.ZS","YR2016","Estimated based on DHS. ITU estimate."
"AGO","IT.NET.USER.ZS","YR2017","ITU estimate."
"AGO","IT.NET.USER.ZS","YR2018","ITU estimate."
"AGO","IT.NET.USER.ZS","YR2019","ITU estimate."
"AGO","IT.NET.USER.ZS","YR2020","ITU estimate."
"AGO","IT.NET.USER.ZS","YR2021","ITU estimate."
"AGO","IT.NET.USER.ZS","YR2022","ITU estimate."
"AGO","SE.ADT.LITR.ZS","YR2015","UIS Estimation"
"AGO","SE.ADT.LITR.ZS","YR2022","UIS Estimation"
"AGO","SH.DYN.MORT","YR1980","Uncertainty bound is 181 - 311.1"
"AGO","SH.DYN.MORT","YR1981","Uncertainty bound is 184.9 - 296.6"
"AGO","SH.DYN.MORT","YR1982","Uncertainty bound is 188.1 - 285.1"
"AGO","SH.DYN.MORT","YR1983","Uncertainty bound is 190.1 - 276.4"
"AGO","SH.DYN.MORT","YR1984","Uncertainty bound is 191.9 - 269.6"
"AGO","SH.DYN.MORT","YR1985","Uncertainty bound is 193.3 - 264.1"
"AGO","SH.DYN.MORT","YR1986","Uncertainty bound is 194.4 - 259.8"
"AGO","SH.DYN.MORT","YR1987","Uncertainty bound is 195.6 - 256"
"AGO","SH.DYN.MORT","YR1988","Uncertainty bound is 196.9 - 253.4"
"AGO","SH.DYN.MORT","YR1989","Uncertainty bound is 197.4 - 251.7"
"AGO","SH.DYN.MORT","YR1990","Uncertainty bound is 197.4 - 250.4"
"AGO","SH.DYN.MORT","YR1991","Uncertainty bound is 197.6 - 249.8"
"AGO","SH.DYN.MORT","YR1992","Uncertainty bound is 197.7 - 249.6"
"AGO","SH.DYN.MORT","YR1993","Uncertainty bound is 197.6 - 249.6"
"AGO","SH.DYN.MORT","YR1994","Uncertainty bound is 197.3 - 249.1"
"AGO","SH.DYN.MORT","YR1995","Uncertainty bound is 196.1 - 248.5"
"AGO","SH.DYN.MORT","YR1996","Uncertainty bound is 194.3 - 246.9"
"AGO","SH.DYN.MORT","YR1997","Uncertainty bound is 191.6 - 244.1"
"AGO","SH.DYN.MORT","YR1998","Uncertainty bound is 187.8 - 241.1"
"AGO","SH.DYN.MORT","YR1999","Uncertainty bound is 183.2 - 236.9"
"AGO","SH.DYN.MORT","YR2000","Uncertainty bound is 177.9 - 232.2"
"AGO","SH.DYN.MORT","YR2001","Uncertainty bound is 171.8 - 226.7"
"AGO","SH.DYN.MORT","YR2002","Uncertainty bound is 165.2 - 219.9"
"AGO","SH.DYN.MORT","YR2003","Uncertainty bound is 157.2 - 212.2"
"AGO","SH.DYN.MORT","YR2004","Uncertainty bound is 148.5 - 204.2"
"AGO","SH.DYN.MORT","YR2005","Uncertainty bound is 138.6 - 196.2"
"AGO","SH.DYN.MORT","YR2006","Uncertainty bound is 127.5 - 188.5"
"AGO","SH.DYN.MORT","YR2007","Uncertainty bound is 116.1 - 181.9"
"AGO","SH.DYN.MORT","YR2008","Uncertainty bound is 104.4 - 175.8"
"AGO","SH.DYN.MORT","YR2009","Uncertainty bound is 93.3 - 170.6"
"AGO","SH.DYN.MORT","YR2010","Uncertainty bound is 82.9 - 165.9"
"AGO","SH.DYN.MORT","YR2011","Uncertainty bound is 72.7 - 161.9"
"AGO","SH.DYN.MORT","YR2012","Uncertainty bound is 63.3 - 158.3"
"AGO","SH.DYN.MORT","YR2013","Uncertainty bound is 55.5 - 155"
"AGO","SH.DYN.MORT","YR2014","Uncertainty bound is 49.9 - 151.8"
"AGO","SH.DYN.MORT","YR2015","Uncertainty bound is 45.2 - 148.7"
"AGO","SH.DYN.MORT","YR2016","Uncertainty bound is 41.6 - 146.2"
"AGO","SH.DYN.MORT","YR2017","Uncertainty bound is 38.5 - 144.3"
"AGO","SH.DYN.MORT","YR2018","Uncertainty bound is 35.9 - 141.6"
"AGO","SH.DYN.MORT","YR2019","Uncertainty bound is 33.7 - 139.9"
"AGO","SH.DYN.MORT","YR2020","Uncertainty bound is 31.4 - 138"
"AGO","SH.DYN.MORT","YR2021","Uncertainty bound is 29.9 - 135.7"
"AGO","SH.DYN.MORT","YR2022","Uncertainty bound is 28.3 - 133.5"
"AGO","SH.DYN.MORT","YR2023","Uncertainty bound is 26.8 - 132"
"AGO","SH.STA.OWAD.ZS","YR1990","Plausible bound is 9.41 - 19.05."
"AGO","SH.STA.OWAD.ZS","YR1991","Plausible bound is 9.95 - 19.52."
"AGO","SH.STA.OWAD.ZS","YR1992","Plausible bound is 10.47 - 20.1."
"AGO","SH.STA.OWAD.ZS","YR1993","Plausible bound is 11.03 - 20.65."
"AGO","SH.STA.OWAD.ZS","YR1994","Plausible bound is 11.58 - 21.28."
"AGO","SH.STA.OWAD.ZS","YR1995","Plausible bound is 12.16 - 21.92."
"AGO","SH.STA.OWAD.ZS","YR1996","Plausible bound is 12.71 - 22.55."
"AGO","SH.STA.OWAD.ZS","YR1997","Plausible bound is 13.31 - 23.22."
"AGO","SH.STA.OWAD.ZS","YR1998","Plausible bound is 13.97 - 23.89."
"AGO","SH.STA.OWAD.ZS","YR1999","Plausible bound is 14.6 - 24.55."
"AGO","SH.STA.OWAD.ZS","YR2000","Plausible bound is 15.3 - 25.16."
"AGO","SH.STA.OWAD.ZS","YR2001","Plausible bound is 15.93 - 25.8."
"AGO","SH.STA.OWAD.ZS","YR2002","Plausible bound is 16.57 - 26.41."
"AGO","SH.STA.OWAD.ZS","YR2003","Plausible bound is 17.22 - 27.09."
"AGO","SH.STA.OWAD.ZS","YR2004","Plausible bound is 17.84 - 27.72."
"AGO","SH.STA.OWAD.ZS","YR2005","Plausible bound is 18.5 - 28.35."
"AGO","SH.STA.OWAD.ZS","YR2006","Plausible bound is 19.12 - 28.88."
"AGO","SH.STA.OWAD.ZS","YR2007","Plausible bound is 19.73 - 29.52."
"AGO","SH.STA.OWAD.ZS","YR2008","Plausible bound is 20.33 - 30.05."
"AGO","SH.STA.OWAD.ZS","YR2009","Plausible bound is 20.82 - 30.58."
"AGO","SH.STA.OWAD.ZS","YR2010","Plausible bound is 21.33 - 31.13."
"AGO","SH.STA.OWAD.ZS","YR2011","Plausible bound is 21.77 - 31.59."
"AGO","SH.STA.OWAD.ZS","YR2012","Plausible bound is 22.18 - 32.12."
"AGO","SH.STA.OWAD.ZS","YR2013","Plausible bound is 22.59 - 32.58."
"AGO","SH.STA.OWAD.ZS","YR2014","Plausible bound is 22.95 - 33.09."
"AGO","SH.STA.OWAD.ZS","YR2015","Plausible bound is 23.28 - 33.71."
"AGO","SH.STA.OWAD.ZS","YR2016","Plausible bound is 23.6 - 34.29."
"AGO","SH.STA.OWAD.ZS","YR2017","Plausible bound is 23.91 - 34.96."
"AGO","SH.STA.OWAD.ZS","YR2018","Plausible bound is 24.24 - 35.64."
"AGO","SH.STA.OWAD.ZS","YR2019","Plausible bound is 24.53 - 36.32."
"AGO","SH.STA.OWAD.ZS","YR2020","Plausible bound is 24.88 - 37.08."
"AGO","SH.STA.OWAD.ZS","YR2021","Plausible bound is 25.13 - 37.89."
"AGO","SH.STA.OWAD.ZS","YR2022","Plausible bound is 25.41 - 38.73."
"AGO","SI.DST.FRST.20","YR2000","Based on data from HBS. Estimated from unit-record consumption data."
"AGO","SI.DST.FRST.20","YR2008","Based on data from IBEP-MICS. Estimated from unit-record consumption data."
"AGO","SI.DST.FRST.20","YR2018","Based on data from IDREA. Estimated from unit-record consumption data."
"AGO","SI.POV.GINI","YR2000","Based on data from HBS. Estimated from unit-record consumption data."
"AGO","SI.POV.GINI","YR2008","Based on data from IBEP-MICS. Estimated from unit-record consumption data."
"AGO","SI.POV.GINI","YR2018","Based on data from IDREA. Estimated from unit-record consumption data."
"AGO","SI.POV.NAHC","YR2018","Source: World Bank Poverty Assessment (2020). Poverty line is absolute."
"AGO","SL.TLF.0714.ZS","YR2001","Multiple Indicator Cluster Survey (MICS). Covers only Angola-secured territory."
"AGO","SP.UWT.TFRT","YR2016","Source: Demographic and Health Survey 2015-16. Retrieved on April 4, 2025, from DHS API (https://api.dhsprogram.com.html)."
"ALB","IT.NET.USER.ZS","YR1990","Source: Albanian Telecom Enterprise."
"ALB","IT.NET.USER.ZS","YR1995","Source: Albanian Telecom Enterprise."
"ALB","IT.NET.USER.ZS","YR1996","Source: Albanian Telecom Enterprise."
"ALB","IT.NET.USER.ZS","YR1997","Source: Albanian Telecom Enterprise."
"ALB","IT.NET.USER.ZS","YR1998","Source: Albanian Telecom Enterprise."
"ALB","IT.NET.USER.ZS","YR1999","Source: Albanian Telecom Enterprise."
"ALB","IT.NET.USER.ZS","YR2000","Albanian Telecom Enterprise."
"ALB","IT.NET.USER.ZS","YR2001","Albanian Telecom Enterprise."
"ALB","IT.NET.USER.ZS","YR2002","Albanian Telecom Enterprise."
"ALB","IT.NET.USER.ZS","YR2003","Ministry of Transport and Telecommunications."
"ALB","IT.NET.USER.ZS","YR2004","Ministry of Transport and Telecommunications."
"ALB","IT.NET.USER.ZS","YR2005","Ministry of Transport and Telecommunications."
"ALB","IT.NET.USER.ZS","YR2006","ITU estimate."
"ALB","IT.NET.USER.ZS","YR2007","ITU estimate."
"ALB","IT.NET.USER.ZS","YR2008","Minister for Innovation and ICT"
"ALB","IT.NET.USER.ZS","YR2009","Minister for Innovation and ICT"
"ALB","IT.NET.USER.ZS","YR2010","Minister for Innovation and ICT"
"ALB","IT.NET.USER.ZS","YR2011","ITU estimate."
"ALB","IT.NET.USER.ZS","YR2012","ITU estimate."
"ALB","IT.NET.USER.ZS","YR2013","ITU estimate."
"ALB","IT.NET.USER.ZS","YR2014","ITU estimate."
"ALB","IT.NET.USER.ZS","YR2015","ITU estimate."
"ALB","IT.NET.USER.ZS","YR2016","ITU estimate."
"ALB","IT.NET.USER.ZS","YR2017","ITU estimate."
"ALB","IT.NET.USER.ZS","YR2018","ITU estimate."
"ALB","IT.NET.USER.ZS","YR2019","Institute of Statistics"
"ALB","IT.NET.USER.ZS","YR2020","Institute of Statistics"
"ALB","IT.NET.USER.ZS","YR2021","Institute of Statistics"
"ALB","IT.NET.USER.ZS","YR2022","Institute of Statistics"
"ALB","IT.NET.USER.ZS","YR2023","Institute of Statistics"
"ALB","SE.ADT.LITR.ZS","YR2017","UIS Estimation"
"ALB","SE.ADT.LITR.ZS","YR2022","UIS Estimation"
"ALB","SH.DYN.MORT","YR1978","Uncertainty bound is 63.9 - 139.5"
"ALB","SH.DYN.MORT","YR1979","Uncertainty bound is 61.8 - 122.4"
"ALB","SH.DYN.MORT","YR1980","Uncertainty bound is 59.5 - 107.9"
"ALB","SH.DYN.MORT","YR1981","Uncertainty bound is 57.1 - 95.7"
"ALB","SH.DYN.MORT","YR1982","Uncertainty bound is 54.5 - 85.4"
"ALB","SH.DYN.MORT","YR1983","Uncertainty bound is 52.1 - 76.8"
"ALB","SH.DYN.MORT","YR1984","Uncertainty bound is 49.6 - 69.5"
"ALB","SH.DYN.MORT","YR1985","Uncertainty bound is 47.1 - 63.6"
"ALB","SH.DYN.MORT","YR1986","Uncertainty bound is 44.5 - 58.5"
"ALB","SH.DYN.MORT","YR1987","Uncertainty bound is 42.1 - 54.4"
"ALB","SH.DYN.MORT","YR1988","Uncertainty bound is 40 - 51"
"ALB","SH.DYN.MORT","YR1989","Uncertainty bound is 38 - 48.2"
"ALB","SH.DYN.MORT","YR1990","Uncertainty bound is 36.3 - 45.9"
"ALB","SH.DYN.MORT","YR1991","Uncertainty bound is 34.9 - 43.8"
"ALB","SH.DYN.MORT","YR1992","Uncertainty bound is 33.5 - 42.1"
"ALB","SH.DYN.MORT","YR1993","Uncertainty bound is 32.3 - 40.6"
"ALB","SH.DYN.MORT","YR1994","Uncertainty bound is 31.1 - 39.1"
"ALB","SH.DYN.MORT","YR1995","Uncertainty bound is 30 - 37.7"
"ALB","SH.DYN.MORT","YR1996","Uncertainty bound is 28.9 - 36.3"
"ALB","SH.DYN.MORT","YR1997","Uncertainty bound is 27.8 - 34.8"
"ALB","SH.DYN.MORT","YR1998","Uncertainty bound is 26.8 - 33.2"
"ALB","SH.DYN.MORT","YR1999","Uncertainty bound is 25.7 - 31.6"
"ALB","SH.DYN.MORT","YR2000","Uncertainty bound is 24.6 - 29.9"
"ALB","SH.DYN.MORT","YR2001","Uncertainty bound is 23.6 - 28.1"
"ALB","SH.DYN.MORT","YR2002","Uncertainty bound is 22.5 - 26.3"
"ALB","SH.DYN.MORT","YR2003","Uncertainty bound is 21.5 - 24.4"
"ALB","SH.DYN.MORT","YR2004","Uncertainty bound is 20.4 - 22.5"
"ALB","SH.DYN.MORT","YR2005","Uncertainty bound is 19.2 - 20.8"
"ALB","SH.DYN.MORT","YR2006","Uncertainty bound is 17.9 - 19.1"
"ALB","SH.DYN.MORT","YR2007","Uncertainty bound is 16.6 - 17.6"
"ALB","SH.DYN.MORT","YR2008","Uncertainty bound is 15.3 - 16.2"
"ALB","SH.DYN.MORT","YR2009","Uncertainty bound is 14 - 14.9"
"ALB","SH.DYN.MORT","YR2010","Uncertainty bound is 12.9 - 13.7"
"ALB","SH.DYN.MORT","YR2011","Uncertainty bound is 11.8 - 12.6"
"ALB","SH.DYN.MORT","YR2012","Uncertainty bound is 10.8 - 11.6"
"ALB","SH.DYN.MORT","YR2013","Uncertainty bound is 10.1 - 10.8"
"ALB","SH.DYN.MORT","YR2014","Uncertainty bound is 9.6 - 10.3"
"ALB","SH.DYN.MORT","YR2015","Uncertainty bound is 9.2 - 9.9"
"ALB","SH.DYN.MORT","YR2016","Uncertainty bound is 9 - 9.8"
"ALB","SH.DYN.MORT","YR2017","Uncertainty bound is 9 - 9.7"
"ALB","SH.DYN.MORT","YR2018","Uncertainty bound is 9 - 9.7"
"ALB","SH.DYN.MORT","YR2019","Uncertainty bound is 8.9 - 9.8"
"ALB","SH.DYN.MORT","YR2020","Uncertainty bound is 8.9 - 10"
"ALB","SH.DYN.MORT","YR2021","Uncertainty bound is 8.7 - 10.2"
"ALB","SH.DYN.MORT","YR2022","Uncertainty bound is 8.5 - 10.5"
"ALB","SH.DYN.MORT","YR2023","Uncertainty bound is 8.2 - 10.7"
"ALB","SH.STA.OWAD.ZS","YR1990","Plausible bound is 44.98 - 54.78."
"ALB","SH.STA.OWAD.ZS","YR1991","Plausible bound is 45.41 - 54.73."
"ALB","SH.STA.OWAD.ZS","YR1992","Plausible bound is 45.83 - 54.75."
"ALB","SH.STA.OWAD.ZS","YR1993","Plausible bound is 46.26 - 54.78."
"ALB","SH.STA.OWAD.ZS","YR1994","Plausible bound is 46.71 - 54.8."
"ALB","SH.STA.OWAD.ZS","YR1995","Plausible bound is 47.13 - 54.85."
"ALB","SH.STA.OWAD.ZS","YR1996","Plausible bound is 47.56 - 54.96."
"ALB","SH.STA.OWAD.ZS","YR1997","Plausible bound is 47.98 - 55.1."
"ALB","SH.STA.OWAD.ZS","YR1998","Plausible bound is 48.44 - 55.27."
"ALB","SH.STA.OWAD.ZS","YR1999","Plausible bound is 48.98 - 55.44."
"ALB","SH.STA.OWAD.ZS","YR2000","Plausible bound is 49.46 - 55.68."
"ALB","SH.STA.OWAD.ZS","YR2001","Plausible bound is 50.01 - 55.91."
"ALB","SH.STA.OWAD.ZS","YR2002","Plausible bound is 50.54 - 56.24."
"ALB","SH.STA.OWAD.ZS","YR2003","Plausible bound is 51.11 - 56.57."
"ALB","SH.STA.OWAD.ZS","YR2004","Plausible bound is 51.72 - 56.9."
"ALB","SH.STA.OWAD.ZS","YR2005","Plausible bound is 52.3 - 57.26."
"ALB","SH.STA.OWAD.ZS","YR2006","Plausible bound is 52.89 - 57.63."
"ALB","SH.STA.OWAD.ZS","YR2007","Plausible bound is 53.47 - 58.03."
"ALB","SH.STA.OWAD.ZS","YR2008","Plausible bound is 54.02 - 58.39."
"ALB","SH.STA.OWAD.ZS","YR2009","Plausible bound is 54.59 - 58.8."
"ALB","SH.STA.OWAD.ZS","YR2010","Plausible bound is 55.12 - 59.18."
"ALB","SH.STA.OWAD.ZS","YR2011","Plausible bound is 55.61 - 59.58."
"ALB","SH.STA.OWAD.ZS","YR2012","Plausible bound is 56.09 - 59.97."
"ALB","SH.STA.OWAD.ZS","YR2013","Plausible bound is 56.53 - 60.36."
